Date : 2024-11-03 21:59:27
Directory : c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app
Total : 301 files,  24100 codes, 2406 comments, 8983 blanks, all 35489 lines

Languages
+--------------------+------------+------------+------------+------------+------------+
| language           | files      | code       | comment    | blank      | total      |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\footer\footer.html                                                        | HTML               |         14 |          0 |          2 |         16 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\fraccionamientos\fraccionamientos.component.css                           | CSS                |        298 |          2 |        119 |        419 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\fraccionamientos\fraccionamientos.component.html                          | HTML               |         80 |          6 |         69 |        155 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\fraccionamientos\fraccionamientos.component.spec.ts                       | TypeScript         |         17 |          0 |          7 |         24 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\fraccionamientos\fraccionamientos.component.ts                            | TypeScript         |        223 |         14 |         69 |        306 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\grupos\grupos.component.css                                               | CSS                |        312 |         12 |        103 |        427 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\grupos\grupos.component.html                                              | HTML               |        130 |          1 |         57 |        188 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\grupos\grupos.component.spec.ts                                           | TypeScript         |         17 |          0 |          5 |         22 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\grupos\grupos.component.ts                                                | TypeScript         |        226 |         17 |         81 |        324 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\grupos\grupos.service.ts                                                  | TypeScript         |         29 |          0 |         14 |         43 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\historial-deudas\comprobante.service.spec.ts                              | TypeScript         |         12 |          0 |          5 |         17 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\historial-deudas\comprobante.service.ts                                   | TypeScript         |         18 |          0 |          7 |         25 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\historial-deudas\h-deuda.model.spec.ts                                    | TypeScript         |          6 |          0 |          2 |          8 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\historial-deudas\h-deuda.model.ts                                         | TypeScript         |         45 |          0 |          3 |         48 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\historial-deudas\historial-deudas.component.css                           | CSS                |         25 |          2 |          5 |         32 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\historial-deudas\historial-deudas.component.html                          | HTML               |         41 |          0 |          2 |         43 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\historial-deudas\historial-deudas.component.spec.ts                       | TypeScript         |         17 |          0 |          5 |         22 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\historial-deudas\historial-deudas.component.ts                            | TypeScript         |         56 |          6 |         15 |         77 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\home-usuarios\home-usuarios.component.css                                 | CSS                |        425 |         15 |        198 |        638 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\home-usuarios\home-usuarios.component.html                                | HTML               |         69 |          1 |         73 |        143 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\home-usuarios\home-usuarios.component.spec.ts                             | TypeScript         |         17 |          0 |          5 |         22 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\home-usuarios\home-usuarios.component.ts                                  | TypeScript         |        160 |         16 |         55 |        231 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\home\home.component.css                                                   | CSS                |        167 |          1 |         67 |        235 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\home\home.component.html                                                  | HTML               |         99 |         11 |         59 |        169 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\home\home.component.scss                                                  | SCSS               |        174 |          1 |         76 |        251 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\home\home.component.spec.ts                                               | TypeScript         |         17 |          0 |          5 |         22 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\home\home.component.ts                                                    | TypeScript         |        316 |         85 |         88 |        489 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\home\ingreso.svg                                                          | XML                |          1 |          0 |          0 |          1 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\ingresos-extraordinarios\deuda.service.spec.ts                            | TypeScript         |         12 |          0 |          5 |         17 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\ingresos-extraordinarios\deuda.service.ts                                 | TypeScript         |         44 |          2 |         20 |         66 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\ingresos-extraordinarios\deudores.model.spec.ts                           | TypeScript         |          6 |          0 |          2 |          8 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\ingresos-extraordinarios\deudores.model.ts                                | TypeScript         |         45 |          0 |          2 |         47 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\ingresos-extraordinarios\ingresos-extraordinarios.component.css           | CSS                |        164 |          5 |         62 |        231 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\ingresos-extraordinarios\ingresos-extraordinarios.component.html          | HTML               |         56 |          2 |         13 |         71 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\ingresos-extraordinarios\ingresos-extraordinarios.component.spec.ts       | TypeScript         |         17 |          0 |          5 |         22 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\ingresos-extraordinarios\ingresos-extraordinarios.component.ts            | TypeScript         |        198 |          9 |         39 |        246 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\ingresos-extraordinarios\personas.model.spec.ts                           | TypeScript         |          6 |          0 |          2 |          8 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\ingresos-extraordinarios\personas.model.ts                                | TypeScript         |         38 |          0 |          2 |         40 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\ingresos-extraordinarios\personas.service.spec.ts                         | TypeScript         |         12 |          0 |          5 |         17 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\ingresos-extraordinarios\personas.service.ts                              | TypeScript         |         36 |          0 |         15 |         51 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\ingresos-ordinarios\comprobante.service.spec.ts                           | TypeScript         |         12 |          0 |          5 |         17 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\ingresos-ordinarios\comprobante.service.ts                                | TypeScript         |         22 |          3 |          7 |         32 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\ingresos-ordinarios\ingresos-ordinarios.component.css                     | CSS                |        150 |         18 |         62 |        230 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\ingresos-ordinarios\ingresos-ordinarios.component.html                    | HTML               |         74 |          2 |         24 |        100 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\ingresos-ordinarios\ingresos-ordinarios.component.spec.ts                 | TypeScript         |         17 |          0 |          5 |         22 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\ingresos-ordinarios\ingresos-ordinarios.component.ts                      | TypeScript         |        192 |          8 |         46 |        246 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\ingresos\ingresos.component.css                                           | CSS                |        312 |         29 |        135 |        476 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\ingresos\ingresos.component.html                                          | HTML               |        168 |          5 |         75 |        248 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\ingresos\ingresos.component.spec.ts                                       | TypeScript         |         17 |          0 |          5 |         22 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\ingresos\ingresos.component.ts                                            | TypeScript         |        433 |         65 |        126 |        624 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\inicio-sesion\inicio-sesion.component.css                                 | CSS                |        261 |         14 |         90 |        365 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\inicio-sesion\inicio-sesion.component.html                                | HTML               |        107 |          5 |         24 |        136 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\inicio-sesion\inicio-sesion.component.spec.ts                             | TypeScript         |         17 |          0 |          5 |         22 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\inicio-sesion\inicio-sesion.component.ts                                  | TypeScript         |        153 |         16 |         46 |        215 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\inquilinos\inquilinos.component.css                                       | CSS                |          0 |          0 |          1 |          1 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\inquilinos\inquilinos.component.html                                      | HTML               |          0 |        219 |          3 |        222 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\inquilinos\inquilinos.component.spec.ts                                   | TypeScript         |         17 |          0 |          5 |         22 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\inquilinos\inquilinos.component.ts                                        | TypeScript         |         47 |          2 |         17 |         66 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\invitacion\correo.service.spec.ts                                         | TypeScript         |         12 |          0 |          5 |         17 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\invitacion\correo.service.ts                                              | TypeScript         |         17 |         12 |          5 |         34 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\invitacion\invitacio.component.html                                       | HTML               |         56 |          4 |         13 |         73 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\invitacion\invitacion.component.css                                       | CSS                |        237 |          4 |         97 |        338 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\invitacion\invitacion.component.spec.ts                                   | TypeScript         |         17 |          0 |          5 |         22 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\invitacion\invitacion.component.ts                                        | TypeScript         |        138 |          9 |         48 |        195 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\invitacion\invitacion.model.spec.ts                                       | TypeScript         |          6 |          0 |          2 |          8 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\invitacion\invitacion.model.ts                                            | TypeScript         |         25 |          0 |          0 |         25 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\invitacion\invitacion.service.spec.ts                                     | TypeScript         |         12 |          0 |          5 |         17 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\invitacion\invitacion.service.ts                                          | TypeScript         |         17 |          1 |          8 |         26 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\invitacion\usuario.model.spec.ts                                          | TypeScript         |          6 |          0 |          2 |          8 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\invitacion\usuario.model.ts                                               | TypeScript         |         32 |          0 |          1 |         33 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\loading-spinner\loading-spinner.component.css                             | CSS                |         24 |          1 |          3 |         28 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\loading-spinner\loading-spinner.component.html                            | HTML               |          3 |          0 |          1 |          4 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\loading-spinner\loading-spinner.component.spec.ts                         | TypeScript         |         17 |          0 |          5 |         22 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\loading-spinner\loading-spinner.component.ts                              | TypeScript         |         12 |          0 |          5 |         17 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\loading-spinner\loading-spinner.service.spec.ts                           | TypeScript         |         12 |          0 |          5 |         17 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\loading-spinner\loading-spinner.service.ts                                | TypeScript         |         17 |          0 |          6 |         23 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\mis-deudas\mis-deudas.component.css                                       | CSS                |         90 |          6 |         33 |        129 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\mis-deudas\mis-deudas.component.html                                      | HTML               |         70 |          4 |         20 |         94 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\mis-deudas\mis-deudas.component.spec.ts                                   | TypeScript         |         17 |          0 |          5 |         22 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\mis-deudas\mis-deudas.component.ts                                        | TypeScript         |        108 |         14 |         29 |        151 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\modelos\acuerdos.ts                                                       | TypeScript         |         20 |          0 |          2 |         22 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\modelos\deudas.ts                                                         | TypeScript         |         75 |          0 |         13 |         88 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\modelos\fraccionamientos.ts                                               | TypeScript         |         40 |          0 |         12 |         52 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\modelos\grupos.ts                                                         | TypeScript         |         41 |          0 |         15 |         56 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\modelos\inquilinos.ts                                                     | TypeScript         |         20 |          0 |          1 |         21 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\modelos\notificaciones.ts                                                 | TypeScript         |         29 |          0 |          6 |         35 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\modelos\personas.ts                                                       | TypeScript         |         44 |          0 |          3 |         47 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\modelos\propiedades.ts                                                    | TypeScript         |         24 |          0 |          2 |         26 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\modelos\usuarios.ts                                                       | TypeScript         |         51 |          2 |         10 |         63 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\no-encontrado\no-encontrado.css                                           | CSS                |         35 |          1 |         14 |         50 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\no-encontrado\no-encontrado.directive.spec.ts                             | TypeScript         |          7 |          0 |          2 |          9 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\no-encontrado\no-encontrado.directive.ts                                  | TypeScript         |          9 |          0 |          5 |         14 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\no-encontrado\no-encontrado.html                                          | HTML               |          3 |          0 |          2 |          5 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\not-found\not-found.component.css                                         | CSS                |          0 |          0 |          1 |          1 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\not-found\not-found.component.html                                        | HTML               |          1 |          0 |          1 |          2 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\not-found\not-found.component.spec.ts                                     | TypeScript         |         17 |          0 |          5 |         22 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\not-found\not-found.component.ts                                          | TypeScript         |          8 |          0 |          3 |         11 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\notificaciones-service\notificaciones.service.spec.ts                     | TypeScript         |         12 |          0 |          5 |         17 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\notificaciones-service\notificaciones.service.ts                          | TypeScript         |         22 |          0 |          6 |         28 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\notificaciones-usuarios\notificaciones-usuarios.component.css             | CSS                |        204 |         11 |         83 |        298 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\notificaciones-usuarios\notificaciones-usuarios.component.html            | HTML               |         47 |         44 |         19 |        110 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\notificaciones-usuarios\notificaciones-usuarios.component.spec.ts         | TypeScript         |         17 |          0 |          5 |         22 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\notificaciones-usuarios\notificaciones-usuarios.component.ts              | TypeScript         |         89 |          9 |         25 |        123 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\notificaciones\notificaciones.component.css                               | CSS                |        103 |         33 |         41 |        177 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\notificaciones\notificaciones.component.html                              | HTML               |         35 |         12 |         17 |         64 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\notificaciones\notificaciones.component.ts                                | TypeScript         |        141 |         14 |         28 |        183 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\notificaciones\notificaciones.model.spec.ts                               | TypeScript         |          0 |          9 |          0 |          9 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\notificaciones\notificaciones.model.ts                                    | TypeScript         |         23 |          0 |          2 |         25 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\notificaciones\notificaciones.service.spec.ts                             | TypeScript         |         12 |          0 |          5 |         17 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\notificaciones\notificaciones.service.ts                                  | TypeScript         |         31 |          1 |         13 |         45 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\notificaciones\personas.model.spec.ts                                     | TypeScript         |          6 |          0 |          2 |          8 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\notificaciones\personas.model.ts                                          | TypeScript         |         38 |          0 |          3 |         41 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\notificaciones\personas.service.spec.ts                                   | TypeScript         |         12 |          0 |          5 |         17 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\notificaciones\personas.service.ts                                        | TypeScript         |         15 |          0 |          5 |         20 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\panel-principal-admin\imagen.service.spec.ts                              | TypeScript         |         12 |          0 |          5 |         17 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\panel-principal-admin\imagen.service.ts                                   | TypeScript         |         21 |          4 |         11 |         36 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\panel-principal-admin\panel-principal-admin.component.css                 | CSS                |        107 |         15 |         92 |        214 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\panel-principal-admin\panel-principal-admin.component.html                | HTML               |         88 |          1 |         40 |        129 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\panel-principal-admin\panel-principal-admin.component.spec.ts             | TypeScript         |         17 |          0 |          5 |         22 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\panel-principal-admin\panel-principal-admin.component.ts                  | TypeScript         |        105 |          3 |         51 |        159 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\panel-principal-tesorero\panel-principal-tesorero.component.css           | CSS                |         93 |         14 |         46 |        153 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\panel-principal-tesorero\panel-principal-tesorero.component.html          | HTML               |         81 |         13 |         35 |        129 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\panel-principal-tesorero\panel-principal-tesorero.component.spec.ts       | TypeScript         |         17 |          0 |          5 |         22 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\panel-principal-tesorero\panel-principal-tesorero.component.ts            | TypeScript         |        104 |         14 |         37 |        155 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\panel-principal-user\panel-principal-user.component.css                   | CSS                |        112 |         15 |         95 |        222 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\panel-principal-user\panel-principal-user.component.html                  | HTML               |         66 |         42 |         41 |        149 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\panel-principal-user\panel-principal-user.component.spec.ts               | TypeScript         |         17 |          0 |          5 |         22 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\panel-principal-user\panel-principal-user.component.ts                    | TypeScript         |        100 |         10 |         49 |        159 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\panel-principal.css                                                       | CSS                |        246 |         24 |        156 |        426 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\pase-temporal\pase-temporal.component.css                                 | CSS                |        269 |         12 |         87 |        368 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\pase-temporal\pase-temporal.component.html                                | HTML               |         17 |          4 |         17 |         38 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\pase-temporal\pase-temporal.component.spec.ts                             | TypeScript         |         17 |          0 |          5 |         22 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\pase-temporal\pase-temporal.component.ts                                  | TypeScript         |         78 |          0 |          8 |         86 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\paypal\paypal.component.css                                               | CSS                |          0 |          0 |          1 |          1 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\paypal\paypal.component.html                                              | HTML               |          1 |          0 |          1 |          2 |
